alpha_fraud,alpha_legit,month,fraud_coverage,genuine_exclusion_rate,approve_share,review_share,verify_share,n,n_fraud,fraud_caught,fpr_ratio,fpr_under_cut,fpr_over_cut,cost_total,cost_per_n
0.25,0.05,7,0.7738095238095238,0.05580883508882251,0.8422911310058548,0.09405945705936412,0.06364941193478103,96843.0,1428.0,1105.0,0.5443689257495409,0.1340812351201212,0.2463058208833374,29370.527554908458,10000.0
0.3,0.01,6,0.7586206896551724,0.016004797691111152,0.8447507580800236,0.1354282227645884,0.019821019155387917,108168.0,1450.0,1100.0,0.5186861040202914,0.12476646901145318,0.24054330363662918,25494.878337401078,10000.0
0.3,0.01,7,0.742296918767507,0.013037782319341823,0.8635729995972863,0.11897607467757092,0.017450925725142757,96843.0,1428.0,1060.0,0.5268375644055976,0.11419330014669456,0.21675238795003673,28084.631826771165,10000.0
0.3,0.02,6,0.7586206896551724,0.028832999119173898,0.8447507580800236,0.12132053842171436,0.033928703498261964,108168.0,1450.0,1100.0,0.5186861040202914,0.12476646901145318,0.24054330363662918,26337.27165150507,10000.0
0.3,0.02,7,0.742296918767507,0.02380128910548656,0.8635729995972863,0.10671912270375764,0.029707877698956043,96843.0,1428.0,1060.0,0.5268375644055976,0.11419330014669456,0.21675238795003673,28777.402600084675,10000.0
0.3,0.05,6,0.7586206896551724,0.06585580689293277,0.8447507580800236,0.08254751867465424,0.07270172324532209,108168.0,1450.0,1100.0,0.5186861040202914,0.12476646901145318,0.24054330363662918,28826.73249020043,10000.0
0.3,0.05,7,0.742296918767507,0.05580883508882251,0.8635729995972863,0.07277758846793263,0.06364941193478103,96843.0,1428.0,1060.0,0.5268375644055976,0.11419330014669456,0.21675238795003673,30912.714393399627,10000.0
0.35,0.01,6,0.6917241379310345,0.016004797691111152,0.8856223652096739,0.09455661563493824,0.019821019155387917,108168.0,1450.0,1003.0,0.4804468004888711,0.08817898047042715,0.1835353682878146,29581.576806449226,10000.0
0.35,0.01,7,0.6778711484593838,0.013037782319341823,0.9001373356876594,0.08241173858719783,0.017450925725142757,96843.0,1428.0,968.0,0.4869618946948392,0.08034533342952649,0.1649930606580129,31396.69361750462,10000.0
0.35,0.02,6,0.6917241379310345,0.028832999119173898,0.8856223652096739,0.0804489312920642,0.033928703498261964,108168.0,1450.0,1003.0,0.4804468004888711,0.08817898047042715,0.1835353682878146,30423.97012055321,10000.0
0.35,0.02,7,0.6778711484593838,0.02380128910548656,0.9001373356876594,0.07015478661338455,0.029707877698956043,96843.0,1428.0,968.0,0.4869618946948392,0.08034533342952649,0.1649930606580129,32089.464390818128,10000.0
0.35,0.05,6,0.6917241379310345,0.06585580689293277,0.8856223652096739,0.041675911545004066,0.07270172324532209,108168.0,1450.0,1003.0,0.4804468004888711,0.08817898047042715,0.1835353682878146,32913.43095924857,10000.0
0.35,0.05,7,0.6778711484593838,0.05580883508882251,0.9001373356876594,0.036213252377559554,0.06364941193478103,96843.0,1428.0,968.0,0.4869618946948392,0.08034533342952649,0.1649930606580129,34224.77618413308,10000.0
0.4,0.01,6,0.6386206896551724,0.016004797691111152,0.9094094371718068,0.07076954367280526,0.019821019155387917,108168.0,1450.0,926.0,0.45666403917948745,0.06765146152685751,0.14814273891241905,33171.82530877894,10000.0
0.4,0.01,7,0.6323529411764706,0.013037782319341823,0.9213262703551108,0.061222803919746396,0.017450925725142757,96843.0,1428.0,903.0,0.45770563438172845,0.06109467811365221,0.13348028410482488,34972.58449242588,10000.0
0.4,0.02,6,0.6386206896551724,0.028832999119173898,0.9094094371718068,0.056661859329931216,0.033928703498261964,108168.0,1450.0,926.0,0.45666403917948745,0.06765146152685751,0.14814273891241905,34014.21862288292,10000.0
0.4,0.02,7,0.6323529411764706,0.02380128910548656,0.9213262703551108,0.04896585194593311,0.029707877698956043,96843.0,1428.0,903.0,0.45770563438172845,0.06109467811365221,0.13348028410482488,35665.35526573939,10000.0
0.4,0.05,6,0.6386206896551724,0.06585580689293277,0.9094094371718068,0.01788883958287109,0.07270172324532209,108168.0,1450.0,926.0,0.45666403917948745,0.06765146152685751,0.14814273891241905,36503.679461578286,10000.0
0.4,0.05,7,0.6323529411764706,0.05580883508882251,0.9213262703551108,0.015024317710108114,0.06364941193478103,96843.0,1428.0,903.0,0.45770563438172845,0.06109467811365221,0.13348028410482488,37800.66705905434,10000.0
0.45,0.01,6,0.5813793103448276,0.016004797691111152,0.9252181791287627,0.05496080171584942,0.019821019155387917,108168.0,1450.0,843.0,0.43578068002788994,0.05435324970699839,0.12472615744121512,37733.24828045263,10000.0
0.45,0.01,7,0.5910364145658263,0.013037782319341823,0.9347913633406648,0.047757710934192454,0.017450925725142757,96843.0,1428.0,844.0,0.44390434892751074,0.04939518553254936,0.11127438974610172,39043.09036275208,10000.0
0.45,0.02,6,0.5813793103448276,0.028832999119173898,0.9252181791287627,0.040853117372975374,0.033928703498261964,108168.0,1450.0,843.0,0.43578068002788994,0.05435324970699839,0.12472615744121512,38575.64159455662,10000.0
0.45,0.02,7,0.5910364145658263,0.02380128910548656,0.9347913633406648,0.03550075896037917,0.029707877698956043,96843.0,1428.0,844.0,0.44390434892751074,0.04939518553254936,0.11127438974610172,39735.86113606559,10000.0
0.45,0.05,6,0.5813793103448276,0.06585580689293277,0.9252181791287627,0.0020800976259152427,0.07270172324532209,108168.0,1450.0,843.0,0.43578068002788994,0.05435324970699839,0.12472615744121512,41065.10243325198,10000.0
0.45,0.05,7,0.5910364145658263,0.05580883508882251,0.9347913633406648,0.0015592247245541752,0.06364941193478103,96843.0,1428.0,844.0,0.44390434892751074,0.04939518553254936,0.11127438974610172,41871.17292938054,10000.0
0.5,0.01,6,0.5255172413793103,0.016004797691111152,0.9429406109015606,0.03723836994305155,0.019821019155387917,108168.0,1450.0,762.0,0.41621950431495935,0.03991784350812862,0.09590574947665645,42152.762369647215,10000.0
0.5,0.01,7,0.5399159663865546,0.013037782319341823,0.950156438772033,0.03239263550282416,0.017450925725142757,96843.0,1428.0,771.0,0.42712286270831823,0.03626481975807421,0.08490489019511797,43771.36189502597,10000.0
0.5,0.02,6,0.5255172413793103,0.028832999119173898,0.9429406109015606,0.023130685600177503,0.033928703498261964,108168.0,1450.0,762.0,0.41621950431495935,0.03991784350812862,0.09590574947665645,42995.1556837512,10000.0
0.5,0.02,7,0.5399159663865546,0.02380128910548656,0.950156438772033,0.020135683529010875,0.029707877698956043,96843.0,1428.0,771.0,0.42712286270831823,0.03626481975807421,0.08490489019511797,44464.13266833948,10000.0
0.5,0.05,6,0.5255172413793103,0.06585580689293277,0.9272982767546779,0.01564233414688263,0.05705938909843947,108168.0,1450.0,762.0,0.4338656016693106,0.052635854114206806,0.12131833893189231,40646.40189335108,10000.0
0.5,0.05,7,0.5399159663865546,0.05580883508882251,0.936350588065219,0.013805850706814123,0.04984356122796692,96843.0,1428.0,771.0,0.4455249815098105,0.04812062621744463,0.1080088170462895,41165.49466662537,10000.0
0.55,0.01,6,0.4689655172413793,0.016004797691111152,0.955883440573922,0.024295540270690037,0.019821019155387917,108168.0,1450.0,680.0,0.3966430464335032,0.029659886048481614,0.07477727471885497,47921.566452185485,10000.0
0.55,0.01,7,0.49159663865546216,0.013037782319341823,0.9616802453455593,0.020868828929297936,0.017450925725142757,96843.0,1428.0,702.0,0.3991734564534562,0.026429069571699975,0.06620948648869296,48539.90479435788,10000.0
0.55,0.02,6,0.4689655172413793,0.028832999119173898,0.955883440573922,0.01018785592781599,0.033928703498261964,108168.0,1450.0,680.0,0.3966430464335032,0.029659886048481614,0.07477727471885497,48763.959766289474,10000.0
0.55,0.02,7,0.49159663865546216,0.02380128910548656,0.9616802453455593,0.00861187695548465,0.029707877698956043,96843.0,1428.0,702.0,0.3991734564534562,0.026429069571699975,0.06620948648869296,49232.67556767139,10000.0
0.55,0.05,6,0.4689655172413793,0.06585580689293277,0.9272982767546779,0.028585163819244138,0.04411655942607795,108168.0,1450.0,680.0,0.4338656016693106,0.052635854114206806,0.12131833893189231,39816.21181865247,10000.0
0.55,0.05,7,0.49159663865546216,0.05580883508882251,0.936350588065219,0.025329657280340343,0.038319754654440694,96843.0,1428.0,702.0,0.4455249815098105,0.04812062621744463,0.1080088170462895,40430.07754819657,10000.0
0.6,0.01,6,0.40206896551724136,0.016004797691111152,0.9672084165372383,0.012970564307373715,0.019821019155387917,108168.0,1450.0,583.0,0.38137322023277676,0.021165740278728664,0.055498758580400175,54851.06500998447,10000.0
0.6,0.01,7,0.4166666666666667,0.013037782319341823,0.9712214615408444,0.011327612734012784,0.017450925725142757,96843.0,1428.0,595.0,0.3863459578900548,0.019082317293124595,0.04939178708465997,57372.75796908397,10000.0
0.6,0.02,6,0.40206896551724136,0.028832999119173898,0.9660712965017381,0.0011371200355003329,0.03279158346276163,108168.0,1450.0,583.0,0.3774506157425571,0.021885189783817028,0.05798159778004966,54690.75881961393,10000.0
0.6,0.02,7,0.4166666666666667,0.02380128910548656,0.970292122301044,0.0009293392398005019,0.02877853845915554,96843.0,1428.0,595.0,0.3887441174185457,0.0198037659620518,0.05094293411707078,56891.46350278285,10000.0
0.6,0.05,6,0.40206896551724136,0.06585580689293277,0.9272982767546779,0.03991013978256046,0.03279158346276163,108168.0,1450.0,583.0,0.4338656016693106,0.052635854114206806,0.12131833893189231,39113.13882109311,10000.0
0.6,0.05,7,0.4166666666666667,0.05580883508882251,0.936350588065219,0.034870873475625494,0.02877853845915554,96843.0,1428.0,595.0,0.4455249815098105,0.04812062621744463,0.1080088170462895,39872.68052414733,10000.0
